11:30:59 [main] WARN  o.e.jetty.security.SecurityHandler - ServletContext@o.e.j.w.WebAppContext@6b0ce311{/airPurge,file:/G:/work/airPurge/src/main/webapp/,STARTING}{src/main/webapp} has uncovered http methods for path: /
11:31:01 [main] WARN  c.w.airPurge.mobile.push.PushService - start scoket service finished
11:31:02 [main] WARN  c.w.airPurge.redis.JedisTemplate - 初始化redis----
11:31:03 [main] WARN  c.w.a.mobile.task.ContainerListener - --------初始化空气质量数据--------
11:31:05 [main] WARN  c.w.airPurge.mobile.weather.Weather - result: {"HeWeather data service 3.0":[{"aqi":{"city":{"aqi":"71","co":"1","no2":"39","o3":"85","pm10":"89","pm25":"39","qlty":"良","so2":"19"}},"basic":{"city":"武汉","cnty":"中国","id":"CN101200101","lat":"30.573000","lon":"114.279000","update":{"loc":"2015-09-03 10:44","utc":"2015-09-03 02:46"}},"daily_forecast":[{"astro":{"sr":"06:00","ss":"18:44"},"cond":{"code_d":"100","code_n":"101","txt_d":"晴","txt_n":"多云"},"date":"2015-09-03","hum":"44","pcpn":"0.0","pop":"0","pres":"1012","tmp":{"max":"31","min":"23"},"vis":"10","wind":{"deg":"86","dir":"无持续风向","sc":"微风","spd":"11"}},{"astro":{"sr":"06:00","ss":"18:43"},"cond":{"code_d":"302","code_n":"306","txt_d":"雷阵雨","txt_n":"中雨"},"date":"2015-09-04","hum":"58","pcpn":"9.1","pop":"88","pres":"1008","tmp":{"max":"30","min":"25"},"vis":"10","wind":{"deg":"221","dir":"无持续风向","sc":"微风","spd":"11"}},{"astro":{"sr":"06:01","ss":"18:42"},"cond":{"code_d":"305","code_n":"101","txt_d":"小雨","txt_n":"多云"},"date":"2015-09-05","hum":"53","pcpn":"0.2","pop":"83","pres":"1007","tmp":{"max":"27","min":"21"},"vis":"10","wind":{"deg":"11","dir":"无持续风向","sc":"微风","spd":"11"}},{"astro":{"sr":"06:01","ss":"18:40"},"cond":{"code_d":"100","code_n":"100","txt_d":"晴","txt_n":"晴"},"date":"2015-09-06","hum":"43","pcpn":"0.0","pop":"3","pres":"1007","tmp":{"max":"30","min":"21"},"vis":"10","wind":{"deg":"46","dir":"无持续风向","sc":"微风","spd":"11"}},{"astro":{"sr":"06:02","ss":"18:39"},"cond":{"code_d":"101","code_n":"101","txt_d":"多云","txt_n":"多云"},"date":"2015-09-07","hum":"42","pcpn":"0.0","pop":"2","pres":"1008","tmp":{"max":"28","min":"21"},"vis":"10","wind":{"deg":"64","dir":"无持续风向","sc":"微风","spd":"11"}},{"astro":{"sr":"06:03","ss":"18:38"},"cond":{"code_d":"101","code_n":"101","txt_d":"多云","txt_n":"多云"},"date":"2015-09-08","hum":"41","pcpn":"0.0","pop":"0","pres":"1009","tmp":{"max":"29","min":"21"},"vis":"10","wind":{"deg":"93","dir":"无持续风向","sc":"微风","spd":"11"}},{"astro":{"sr":"06:03","ss":"18:37"},"cond":{"code_d":"101","code_n":"101","txt_d":"多云","txt_n":"多云"},"date":"2015-09-09","hum":"41","pcpn":"0.0","pop":"6","pres":"1009","tmp":{"max":"28","min":"21"},"vis":"10","wind":{"deg":"77","dir":"无持续风向","sc":"微风","spd":"11"}}],"hourly_forecast":[{"date":"2015-09-03 10:00","hum":"59","pop":"0","pres":"1014","tmp":"30","wind":{"deg":"85","dir":"东风","sc":"微风","spd":"14"}},{"date":"2015-09-03 13:00","hum":"47","pop":"0","pres":"1012","tmp":"34","wind":{"deg":"90","dir":"东风","sc":"微风","spd":"11"}},{"date":"2015-09-03 16:00","hum":"43","pop":"0","pres":"1011","tmp":"35","wind":{"deg":"84","dir":"东风","sc":"微风","spd":"11"}},{"date":"2015-09-03 19:00","hum":"50","pop":"0","pres":"1011","tmp":"33","wind":{"deg":"104","dir":"东南风","sc":"微风","spd":"10"}},{"date":"2015-09-03 22:00","hum":"59","pop":"0","pres":"1011","tmp":"29","wind":{"deg":"118","dir":"东南风","sc":"微风","spd":"12"}}],"now":{"cond":{"code":"100","txt":"晴"},"fl":"30","hum":"57","pcpn":"0","pres":"1015","tmp":"29","vis":"10","wind":{"deg":"120","dir":"东风","sc":"3-4","spd":"11"}},"status":"ok","suggestion":{"comf":{"brf":"较不舒适","txt":"白天天气晴好，明媚的阳光在给您带来好心情的同时，也会使您感到有些热，不很舒适。"},"cw":{"brf":"较适宜","txt":"较适宜洗车，未来一天无雨，风力较小，擦洗一新的汽车至少能保持一天。"},"drsg":{"brf":"炎热","txt":"天气炎热，建议着短衫、短裙、短裤、薄型T恤衫等清凉夏季服装。"},"flu":{"brf":"少发","txt":"各项气象条件适宜，发生感冒机率较低。但请避免长期处于空调房间中，以防感冒。"},"sport":{"brf":"较适宜","txt":"天气较好，户外运动请注意防晒。推荐您进行室内运动。"},"trav":{"brf":"适宜","txt":"天气较好，但稍感觉有些热，不过还是个好天气哦。适宜旅游，可不要错过机会呦！"},"uv":{"brf":"强","txt":"紫外线辐射强，建议涂擦SPF20左右、PA++的防晒护肤品。避免在10点至14点暴露于日光下。"}}}]}
11:31:05 [main] WARN  c.w.a.mobile.task.ContainerListener - --------初始化空气质量数据结束----------
11:32:34 [main] WARN  o.e.jetty.security.SecurityHandler - ServletContext@o.e.j.w.WebAppContext@24be0018{/airPurge,file:/G:/work/airPurge/src/main/webapp/,STARTING}{src/main/webapp} has uncovered http methods for path: /
11:32:35 [main] WARN  c.w.airPurge.mobile.push.PushService - start scoket service finished
11:32:36 [main] WARN  c.w.airPurge.redis.JedisTemplate - 初始化redis----
11:32:36 [main] WARN  c.w.a.mobile.task.ContainerListener - --------初始化空气质量数据--------
11:32:41 [main] WARN  c.w.airPurge.mobile.weather.Weather - result: {"HeWeather data service 3.0":[{"aqi":{"city":{"aqi":"71","co":"1","no2":"39","o3":"85","pm10":"89","pm25":"39","qlty":"良","so2":"19"}},"basic":{"city":"武汉","cnty":"中国","id":"CN101200101","lat":"30.573000","lon":"114.279000","update":{"loc":"2015-09-03 10:44","utc":"2015-09-03 02:46"}},"daily_forecast":[{"astro":{"sr":"06:00","ss":"18:44"},"cond":{"code_d":"100","code_n":"101","txt_d":"晴","txt_n":"多云"},"date":"2015-09-03","hum":"44","pcpn":"0.0","pop":"0","pres":"1012","tmp":{"max":"31","min":"23"},"vis":"10","wind":{"deg":"86","dir":"无持续风向","sc":"微风","spd":"11"}},{"astro":{"sr":"06:00","ss":"18:43"},"cond":{"code_d":"302","code_n":"306","txt_d":"雷阵雨","txt_n":"中雨"},"date":"2015-09-04","hum":"58","pcpn":"9.1","pop":"88","pres":"1008","tmp":{"max":"30","min":"25"},"vis":"10","wind":{"deg":"221","dir":"无持续风向","sc":"微风","spd":"11"}},{"astro":{"sr":"06:01","ss":"18:42"},"cond":{"code_d":"305","code_n":"101","txt_d":"小雨","txt_n":"多云"},"date":"2015-09-05","hum":"53","pcpn":"0.2","pop":"83","pres":"1007","tmp":{"max":"27","min":"21"},"vis":"10","wind":{"deg":"11","dir":"无持续风向","sc":"微风","spd":"11"}},{"astro":{"sr":"06:01","ss":"18:40"},"cond":{"code_d":"100","code_n":"100","txt_d":"晴","txt_n":"晴"},"date":"2015-09-06","hum":"43","pcpn":"0.0","pop":"3","pres":"1007","tmp":{"max":"30","min":"21"},"vis":"10","wind":{"deg":"46","dir":"无持续风向","sc":"微风","spd":"11"}},{"astro":{"sr":"06:02","ss":"18:39"},"cond":{"code_d":"101","code_n":"101","txt_d":"多云","txt_n":"多云"},"date":"2015-09-07","hum":"42","pcpn":"0.0","pop":"2","pres":"1008","tmp":{"max":"28","min":"21"},"vis":"10","wind":{"deg":"64","dir":"无持续风向","sc":"微风","spd":"11"}},{"astro":{"sr":"06:03","ss":"18:38"},"cond":{"code_d":"101","code_n":"101","txt_d":"多云","txt_n":"多云"},"date":"2015-09-08","hum":"41","pcpn":"0.0","pop":"0","pres":"1009","tmp":{"max":"29","min":"21"},"vis":"10","wind":{"deg":"93","dir":"无持续风向","sc":"微风","spd":"11"}},{"astro":{"sr":"06:03","ss":"18:37"},"cond":{"code_d":"101","code_n":"101","txt_d":"多云","txt_n":"多云"},"date":"2015-09-09","hum":"41","pcpn":"0.0","pop":"6","pres":"1009","tmp":{"max":"28","min":"21"},"vis":"10","wind":{"deg":"77","dir":"无持续风向","sc":"微风","spd":"11"}}],"hourly_forecast":[{"date":"2015-09-03 10:00","hum":"59","pop":"0","pres":"1014","tmp":"30","wind":{"deg":"85","dir":"东风","sc":"微风","spd":"14"}},{"date":"2015-09-03 13:00","hum":"47","pop":"0","pres":"1012","tmp":"34","wind":{"deg":"90","dir":"东风","sc":"微风","spd":"11"}},{"date":"2015-09-03 16:00","hum":"43","pop":"0","pres":"1011","tmp":"35","wind":{"deg":"84","dir":"东风","sc":"微风","spd":"11"}},{"date":"2015-09-03 19:00","hum":"50","pop":"0","pres":"1011","tmp":"33","wind":{"deg":"104","dir":"东南风","sc":"微风","spd":"10"}},{"date":"2015-09-03 22:00","hum":"59","pop":"0","pres":"1011","tmp":"29","wind":{"deg":"118","dir":"东南风","sc":"微风","spd":"12"}}],"now":{"cond":{"code":"100","txt":"晴"},"fl":"30","hum":"57","pcpn":"0","pres":"1015","tmp":"29","vis":"10","wind":{"deg":"120","dir":"东风","sc":"3-4","spd":"11"}},"status":"ok","suggestion":{"comf":{"brf":"较不舒适","txt":"白天天气晴好，明媚的阳光在给您带来好心情的同时，也会使您感到有些热，不很舒适。"},"cw":{"brf":"较适宜","txt":"较适宜洗车，未来一天无雨，风力较小，擦洗一新的汽车至少能保持一天。"},"drsg":{"brf":"炎热","txt":"天气炎热，建议着短衫、短裙、短裤、薄型T恤衫等清凉夏季服装。"},"flu":{"brf":"少发","txt":"各项气象条件适宜，发生感冒机率较低。但请避免长期处于空调房间中，以防感冒。"},"sport":{"brf":"较适宜","txt":"天气较好，户外运动请注意防晒。推荐您进行室内运动。"},"trav":{"brf":"适宜","txt":"天气较好，但稍感觉有些热，不过还是个好天气哦。适宜旅游，可不要错过机会呦！"},"uv":{"brf":"强","txt":"紫外线辐射强，建议涂擦SPF20左右、PA++的防晒护肤品。避免在10点至14点暴露于日光下。"}}}]}
